id,price,min_price,max_price,cats,dogs,pet_policy_text,beds,min_beds,max_beds,baths,min_baths,max_baths,garage,house_type,sqft,year_built,address,postal_code,state,city,pictures,pictures1,lat,lon,county
7084430811,,1499.0,3099.0,True,True,Cats and dogs up to 100 pounds permitted.Non-refundable pet fee of 350. for the first animal plus 350 for each additional animal.,,1,3,,1.0,2.0,,apartment,,2017,9600 Gaylord Pkwy,75035,TX,Frisco,https://ar.rdcpix.com/53ae3b6a9b90d9dfd74ec6be5d18c79bc-f836704058s.jpg,https://ar.rdcpix.com/53ae3b6a9b90d9dfd74ec6be5d18c79bc-f2684772910s.jpg,33.10577,-96.79906,Collin
7001511674,,795.0,1075.0,True,True,,,1,2,,1.0,1.5,,apartment,,1973,299 Kingspoint Dr,79912,TX,El Paso,https://ar.rdcpix.com/4f475d203e3a1dab4c000aee86020bbec-f1346836484s.jpg,https://ar.rdcpix.com/4f475d203e3a1dab4c000aee86020bbec-f1436306414s.jpg,31.812228,-106.508645,El Paso
7070631223,,1250.0,1750.0,True,True,,,1,2,,1.0,2.0,,apartment,,2008,9000 Almeda Rd,77054,TX,Houston,https://ar.rdcpix.com/d42f4ee13bdb415d07022e36ffddea1dc-f3279680657s.jpg,https://ar.rdcpix.com/d42f4ee13bdb415d07022e36ffddea1dc-f1521319040s.jpg,29.67827,-95.39511,Harris
7007186736,,1423.0,1870.0,True,True,,,1,3,,1.0,3.0,,apartment,,1997,2300 McCue Rd,77056,TX,Houston,https://ar.rdcpix.com/fb3b4a93171fde5fcd0ca54bc14c3511c-f2505873100s.jpg,https://ar.rdcpix.com/fb3b4a93171fde5fcd0ca54bc14c3511c-f2455489905s.jpg,29.745324,-95.465066,Harris
7001925604,,1169.0,1989.0,True,True,"Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees./Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees. Breed Restrictions Apply.",,1,2,,1.0,2.0,,apartment,,2009,8300 Red Bluff Rd,77507,TX,Pasadena,https://ar.rdcpix.com/05514c5e2fd5a3ca111a3f16db726c18c-f2179860983s.jpg,https://ar.rdcpix.com/05514c5e2fd5a3ca111a3f16db726c18c-f2814134531s.jpg,29.63287,-95.10819,Harris
7071786956,,1147.0,5325.0,True,True,A $400.00 pet fee is required per pet (maximum of two) and must be paid in full prior to move-in. $20.00 pet rent per pet will be added to monthly rent for pet rent. Pets will be subject to visual inspection. Resident(s) agree to comply,,0,3,,1.0,2.5,,apartment,,2002,3700 Cole Ave,75204,TX,Dallas,https://ar.rdcpix.com/93ed50fa5d561cc8255c1c0ad8149ad6c-f2069929138s.jpg,https://ar.rdcpix.com/93ed50fa5d561cc8255c1c0ad8149ad6c-f3555995033s.jpg,32.80811,-96.79711,Dallas
8898852811,,1519.0,2865.0,True,True,,,1,2,,1.0,2.5,,apartment,,2019,411 Harrold St,76107,TX,Fort Worth,https://ar.rdcpix.com/c859ef974e8a1d4ac77ddad352070d2fc-f1819396037s.jpg,https://ar.rdcpix.com/c859ef974e8a1d4ac77ddad352070d2fc-f2190387500s.jpg,32.754667,-97.348156,Tarrant
7087122182,,1804.0,2664.0,True,True,Pets Allowed,,1,3,,1.0,2.0,,apartment,,2009,811 Town and Country Blvd,77024,TX,Houston,https://ar.rdcpix.com/706d3f32f63e6e448118b879c3f8f05ac-f3015947610s.jpg,https://ar.rdcpix.com/706d3f32f63e6e448118b879c3f8f05ac-f114475317s.jpg,29.779103,-95.558595,Harris
7071413808,,1310.0,1900.0,True,True,,,1,2,,1.0,2.0,,apartment,,1994,2350 Westcreek Ln,77027,TX,Houston,https://ar.rdcpix.com/71e2c331345fb96b1315b1802e498b30c-f1570872454s.jpg,https://ar.rdcpix.com/71e2c331345fb96b1315b1802e498b30c-f3883295726s.jpg,29.74368,-95.45549,Harris
7000523652,,1569.0,2519.0,True,True,Pets Allowed,,1,2,,1.0,2.0,,apartment,,2008,2727 Revere St,77098,TX,Houston,https://ar.rdcpix.com/5574665feb1247e1d3e3311e1fefa470c-f3700404101s.jpg,https://ar.rdcpix.com/5574665feb1247e1d3e3311e1fefa470c-f1281408048s.jpg,29.74007,-95.41585,Harris
7070854819,,1343.0,1961.0,True,True,,,1,3,,1.0,2.0,,apartment,,2012,2111 Old Holzwarth Rd,77388,TX,Spring,https://ar.rdcpix.com/4ae46e1182b5ce6f1295efcf7e547f5cc-f71817310s.jpg,https://ar.rdcpix.com/4ae46e1182b5ce6f1295efcf7e547f5cc-f3156072385s.jpg,30.06221,-95.44483,Harris
8820660029,,1245.0,1870.0,True,True,,,1,2,,1.0,2.0,,apartment,,1994,14555 Blanco Rd,78216,TX,San Antonio,https://ar.rdcpix.com/d16795bbfe5a6cc983ce8ff74c9efbe2c-f591334412s.jpg,https://ar.rdcpix.com/d16795bbfe5a6cc983ce8ff74c9efbe2c-f2718352821s.jpg,29.5777,-98.5157,Bexar
