id,price,min_price,max_price,cats,dogs,pet_policy_text,beds,min_beds,max_beds,baths,min_baths,max_baths,garage,house_type,sqft,year_built,address,postal_code,state,city,pictures,pictures1,lat,lon,county
9150273502,,935.0,1525.0,True,True,Cat/Dog,,0,2,,1.0,2.0,,apartment,,1995.0,955 W Saint Clair Ave,44113,OH,Cleveland,https://ar.rdcpix.com/5ed40fed22446adfde442180c5f16ac7c-f3863324648s.jpg,https://ar.rdcpix.com/5ed40fed22446adfde442180c5f16ac7c-f3750873638s.jpg,41.49814,-81.701184,Cuyahoga
9786436535,,1014.0,2480.0,True,True,We welcome 2 pets per home. There is a non-refundable pet fee and monthly pet rent. Breed restrictions apply. Please contact us for more information about our pet policy.,,0,3,,1.0,3.0,,apartment,,2019.0,277 Bend Blvd,43081,OH,Westerville,https://ar.rdcpix.com/b8f047a9fc3edbe47024f711bab0ea45c-f221681091s.jpg,https://ar.rdcpix.com/b8f047a9fc3edbe47024f711bab0ea45c-f4225857077s.jpg,,,Franklin
9811867245,,1330.0,1495.0,True,True,Must Be Spayed/Neutered. $30/mth per pet./$30/mth per pet.,,1,2,,1.0,2.0,,apartment,,2022.0,27631 Simmons Rd,43551,OH,Perrysburg,https://ar.rdcpix.com/71e02351aa63ed2c34ab19116d096103c-f3264366033s.jpg,https://ar.rdcpix.com/71e02351aa63ed2c34ab19116d096103c-f3782662404s.jpg,41.552284,-83.593572,Wood
9102201065,,950.0,1000.0,True,True,,,1,1,,1.0,1.0,,apartment,,1950.0,3725-3747 Warrensville Center Rd,44122,OH,Shaker Heights,https://ar.rdcpix.com/27e1ed6c08bccd4ace2d8d7869ddd6d3c-f3910598546s.jpg,https://ar.rdcpix.com/27e1ed6c08bccd4ace2d8d7869ddd6d3c-f4166459689s.jpg,,,Cuyahoga
9766164087,,500.0,2500.0,True,False,,,0,4,,1.0,2.5,,apartment,,1963.0,20150 Euclid Ave,44117,OH,Euclid,https://ar.rdcpix.com/f771cbb2f76d4119e11c4430104756b4c-f2053473598s.jpg,https://ar.rdcpix.com/f771cbb2f76d4119e11c4430104756b4c-f3724337017s.jpg,41.564773,-81.539085,Cuyahoga
9546567919,,2480.0,2480.0,True,True,Breed Restrictions Apply,,3,3,,2.5,2.5,,townhomes,,2023.0,79 Cheswick Village Dr,43065,OH,Powell,https://ar.rdcpix.com/e59eddda06c239e260bf24049752a7dfc-f3588398175s.jpg,https://ar.rdcpix.com/e59eddda06c239e260bf24049752a7dfc-f2744881367s.jpg,40.16271,-83.021434,Delaware
4811720086,,1280.0,1620.0,True,False,,,1,3,,1.0,2.0,,apartment,,2002.0,234 Mallard Point Dr,44319,OH,Akron,https://ar.rdcpix.com/220000f941292acb05036ca46bef8061c-f1706189365s.jpg,https://ar.rdcpix.com/220000f941292acb05036ca46bef8061c-f2089776916s.jpg,41.01158,-81.53191,Summit
4766100735,,614.0,951.0,True,True,,,1,3,,1.0,2.0,,apartment,,1973.0,4301 Goldengate Oval,43224,OH,Columbus,https://ar.rdcpix.com/9385c04a9359cc38e18e4d77453332acc-f1276308900s.jpg,https://ar.rdcpix.com/9385c04a9359cc38e18e4d77453332acc-f1289554918s.jpg,40.057666,-82.951401,Franklin
4789563786,,1273.0,2032.0,True,True,"$399 one-time, non-refundable fee, per pet",,1,3,,1.0,2.0,,apartment,,1999.0,36550 Chester Rd,44011,OH,Avon,https://ar.rdcpix.com/2eb8f36d00da8c75157e49870e877a8bc-f208963889s.jpg,https://ar.rdcpix.com/2eb8f36d00da8c75157e49870e877a8bc-f3793916479s.jpg,41.470887,-82.026192,Lorain
4068598981,,904.0,1799.0,True,True,One-time pet fee of $300. $30 per month Maximum of 2 pets. Please contact the leasing office office for more details./One-time pet fee of $300. $30 per month for pets 0-50lbs. $40 per month for pets 51-90lbs. Maximum of 2 pets. Combined weight must not exceed 90lbs. Please contact the leasing office regarding specific weight limits per floor and breed restrictions.,,1,3,,1.0,2.5,,apartment,,1998.0,6108 Chestnut Ridge Dr,43230,OH,Columbus,https://ar.rdcpix.com/2d2c769c0d9cfac76825670ed66ea941c-f2581465948s.jpg,https://ar.rdcpix.com/2d2c769c0d9cfac76825670ed66ea941c-f2329174980s.jpg,40.057644,-82.85774,Franklin
