id,price,min_price,max_price,cats,dogs,pet_policy_text,beds,min_beds,max_beds,baths,min_baths,max_baths,garage,house_type,sqft,year_built,address,postal_code,state,city,pictures,pictures1,lat,lon,county
1698997501,,1375,1375,True,True,We allowed 2 pets. Our Non-Refundable Pet fee is $300 and our Monthly pet Rent is $30.,,1,1,,1.0,1.0,,apartment,,1981,1436 S Irving St,80219,CO,Denver,https://ar.rdcpix.com/4c0892c8c667e87dfb049f519f83a7e7c-f68250774s.jpg,https://ar.rdcpix.com/4c0892c8c667e87dfb049f519f83a7e7c-f2909439522s.jpg,39.69063,-105.02949,Denver
1686325524,,1068,1800,True,True,,,1,2,,1.0,2.0,,apartment,,1984,255 Lionstone Dr,80916,CO,Colorado Springs,https://ar.rdcpix.com/3ba35095dc0e64a119364fb80a05336bc-f2231853252s.jpg,https://ar.rdcpix.com/3ba35095dc0e64a119364fb80a05336bc-f3949997388s.jpg,38.83688,-104.74592,El Paso
1711932421,,1275,1895,True,True,Cat/Dog,,1,2,,1.0,1.5,,apartment,,1969,2315-2361 S Monaco Pkwy,80222,CO,Denver,https://ar.rdcpix.com/df05580eb1edee3e83dffedf15ee9de9c-f410436438s.jpg,https://ar.rdcpix.com/df05580eb1edee3e83dffedf15ee9de9c-f986158648s.jpg,39.67363,-104.91376,Denver
1666728497,,1297,1567,True,True,,,1,3,,1.0,2.0,,apartment,,1976,1717 Welch St,80525,CO,Fort Collins,https://ar.rdcpix.com/ef2cb599ea99af604e7c1ea3696880ebc-f3143995190s.jpg,https://ar.rdcpix.com/ef2cb599ea99af604e7c1ea3696880ebc-f1677362860s.jpg,40.56522,-105.05514,Larimer
2560675083,,1225,1700,True,True,,,1,3,,1.0,1.0,,apartment,,1969,2041 Southgate Rd,80906,CO,Colorado Springs,https://ar.rdcpix.com/55ba163de7e7f11b1142670b2403183ec-f4279896289s.jpg,https://ar.rdcpix.com/55ba163de7e7f11b1142670b2403183ec-f3312027195s.jpg,38.80387,-104.81744,El Paso
1772634453,,1362,1627,True,True,,,1,2,,1.0,1.0,,apartment,,2015,3195 Pearl Pkwy,80301,CO,Boulder,https://ar.rdcpix.com/ee376f3cfc639d078eafe4ed036ae4dec-f19886922s.jpg,https://ar.rdcpix.com/ee376f3cfc639d078eafe4ed036ae4dec-f1253186016s.jpg,40.024432,-105.251247,Boulder
1661816609,,1630,1860,True,True,"Fees, deposits & rent is per pet.",,1,2,,1.0,2.0,,apartment,,1997,1391 N Wilson Ave,80537,CO,Loveland,https://ar.rdcpix.com/0ebb928b8342158a4b8ad2ec77dca172c-f2695138215s.jpg,https://ar.rdcpix.com/0ebb928b8342158a4b8ad2ec77dca172c-f128649812s.jpg,40.405757,-105.111361,Larimer
1645148214,,1634,2449,True,True,Maximum 2 pets per apartment home,,1,3,,1.0,2.0,,apartment,,1998,2424 9th Ave,80503,CO,Longmont,https://ar.rdcpix.com/bbafa3ad5c155089b0a0a6768fc372f4c-f1193773486s.jpg,https://ar.rdcpix.com/bbafa3ad5c155089b0a0a6768fc372f4c-f2505550509s.jpg,40.175097,-105.134432,Boulder
1660505084,,1800,1845,True,True,,,2,2,,1.0,1.0,,apartment,,1972,6400-6454 Simms St,80004,CO,Arvada,https://ar.rdcpix.com/ccbea931d6961b14c59e4a825dca2f9fc-f994127318s.jpg,https://ar.rdcpix.com/ccbea931d6961b14c59e4a825dca2f9fc-f2737258086s.jpg,39.81311,-105.12767,Jefferson
1658157666,,1074,1100,True,True,Every dog and cat over six months is required to be vaccinated for rabies and the tag must be attached to the pet's collar or harness.,,1,1,,1.0,1.0,,apartment,,1973,7100 Hooker St,80030,CO,Westminster,https://ar.rdcpix.com/1477bd46edd66b7e5273b56c04568a43c-f185918227s.jpg,https://ar.rdcpix.com/1477bd46edd66b7e5273b56c04568a43c-f3332759293s.jpg,39.8253,-105.02693,Adams
1621375844,,925,1350,False,False,,,1,3,,1.0,2.0,,apartment,,1973,2633 23rd Ave,80634,CO,Greeley,https://ar.rdcpix.com/2d0593ab0803b39afc2271bca22c819ac-f421434778s.jpg,https://ar.rdcpix.com/2d0593ab0803b39afc2271bca22c819ac-f1031564982s.jpg,40.39483,-104.71641,Weld
2943426488,,1609,1992,True,True,,,1,2,,1.0,2.0,,apartment,,1996,4900 Boardwalk Dr,80525,CO,Fort Collins,https://ar.rdcpix.com/15d4af3075524902863d0715bfa8c41fc-f3066057251s.jpg,https://ar.rdcpix.com/15d4af3075524902863d0715bfa8c41fc-f957644529s.jpg,40.51816,-105.0635,Larimer
2095065471,,1340,1859,True,True,Plus a non-refundable deposit of $150.00,,1,3,,1.0,2.0,,apartment,,2018,750 S Lafayette Dr,80026,CO,Lafayette,https://ar.rdcpix.com/c8a9bebd89962de8a956d12f60693313c-f2965154659s.jpg,https://ar.rdcpix.com/c8a9bebd89962de8a956d12f60693313c-f135409995s.jpg,39.97386,-105.08163,Boulder
